欄位編號,表格名稱,表格中文名稱,欄位名稱,欄位中文名稱,欄位定義說明,資料當責單位,欄位資料型態,欄位類型,Primary Key,KDE關鍵指標,必填/非必填,Business_Group,Technical_Data
14,M_AC_ACCOUNT_SEGMENT,帳戶客群月檔,AC_T_SEGMENT_NAME,現況經紀客群_帳號,"A. 大戶：5億以上 / B. 中實戶：1億-5億 / C. 活躍客群：3,000萬-1億 /D1. 一般客群D1：1,000萬-3,000萬 / D2. 一般客群D2：1,000萬以下 / E. 內法機構法人 / F. 外法機構法人 / G. 其他","財管商品部,經紀商品部",Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶客群月檔;現況經紀客群_帳號,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_SEGMENT;AC_T_SEGMENT_NAME
15,M_AC_ACCOUNT_SEGMENT,帳戶客群月檔,T_UL_SEGMENT_NAME,現況不限用途客群_ID,1. 庫存1000萬以上 / 2. 庫存500萬-1000萬 / 3. 庫存200萬-500萬 / 4. 庫存200萬以下,"財管商品部,經紀商品部",Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶客群月檔;現況不限用途客群_ID,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_SEGMENT;T_UL_SEGMENT_NAME
16,M_AC_ACCOUNT_SEGMENT,帳戶客群月檔,AC_T_UL_SEGMENT_NAME,現況不限用途客群_帳號,1. 庫存1000萬以上 / 2. 庫存500萬-1000萬 / 3. 庫存200萬-500萬 / 4. 庫存200萬以下,"財管商品部,經紀商品部",Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶客群月檔;現況不限用途客群_帳號,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_SEGMENT;AC_T_UL_SEGMENT_NAME
17,M_AC_ACCOUNT_SEGMENT,帳戶客群月檔,HT_FLAG,高頻註記,高頻註記,"財管商品部,經紀商品部",Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶客群月檔;高頻註記,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_SEGMENT;HT_FLAG
18,M_AC_ACCOUNT_SEGMENT,帳戶客群月檔,ST_FLAG,短線註記,短線註記,"財管商品部,經紀商品部",Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶客群月檔;短線註記,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_SEGMENT;ST_FLAG
19,M_AC_ACCOUNT_SEGMENT,帳戶客群月檔,API_FLAG,API註記,API註記,"財管商品部,經紀商品部",Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶客群月檔;API註記,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_SEGMENT;API_FLAG
20,M_AC_ACCOUNT_SEGMENT,帳戶客群月檔,W_SEGMENT_NAME,現況財管客群,價值Plus / 價值一般 / 價值新戶 / 富裕PIOSU / 富裕一般 / 潛力,"財管商品部,經紀商品部",Varchar,變動字串,非PK,,,主數據庫;帳戶主檔;帳戶客群月檔;現況財管客群,fbsods;mdm_sec;MDM_SEC;M_AC_ACCOUNT_SEGMENT;W_SEGMENT_NAME
1,M_AN_CUST_PROD,客戶模型商品名單月檔,SNAP_DATE,執行資料月底日,預測母體屬於SNAP_YYYYMM之有效戶，該SNAP_YYYYMM之月底日,數據科學部,DATE,日期,PK,,,主數據庫;分析模型;客戶模型商品名單月檔;執行資料月底日,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;SNAP_DATE
2,M_AN_CUST_PROD,客戶模型商品名單月檔,SNAP_YYYYMM,資料年月,預測母體屬於SNAP_YYYYMM之有效戶,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;資料年月,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;SNAP_YYYYMM
3,M_AN_CUST_PROD,客戶模型商品名單月檔,MODEL_ID,模型編號,由預測商品_預測目標_預測母體所組成之字串，為模型之三大必要組成項目,數據科學部,Varchar,變動字串,PK,,,主數據庫;分析模型;客戶模型商品名單月檔;模型編號,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;MODEL_ID
4,M_AN_CUST_PROD,客戶模型商品名單月檔,PREDICT_DATE,預測日期,執行預測的日期,數據科學部,DATE,日期,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;預測日期,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;PREDICT_DATE
5,M_AN_CUST_PROD,客戶模型商品名單月檔,DATA_DATE,資料日期,預測母體屬於SNAP_YYYYMM之有效戶，該SNAP_YYYYMM之月底日,數據科學部,DATE,日期,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;資料日期,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;DATA_DATE
6,M_AN_CUST_PROD,客戶模型商品名單月檔,PARTY_ID,客戶證號,預測客戶身份證字號,數據科學部,Varchar,變動字串,PK,,,主數據庫;分析模型;客戶模型商品名單月檔;客戶證號,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;PARTY_ID
8,M_AN_CUST_PROD,客戶模型商品名單月檔,ML_PROD_NO,模型商品代碼,預測商品代碼,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;模型商品代碼,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;ML_PROD_NO
9,M_AN_CUST_PROD,客戶模型商品名單月檔,ML_PROD_DESC,模型商品名稱,預測商品中文,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;模型商品名稱,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;ML_PROD_DESC
10,M_AN_CUST_PROD,客戶模型商品名單月檔,PRED_TARGET_CODE,模型目標代碼,預測目標代碼,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;模型目標代碼,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;PRED_TARGET_CODE
11,M_AN_CUST_PROD,客戶模型商品名單月檔,PRED_TARGET_NAME,模型目標名稱,預測目標中文,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;模型目標名稱,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;PRED_TARGET_NAME
12,M_AN_CUST_PROD,客戶模型商品名單月檔,PRED_POPL_CODE,模型母體代碼,預測母體代碼,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;模型母體代碼,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;PRED_POPL_CODE
13,M_AN_CUST_PROD,客戶模型商品名單月檔,PRED_POPL_NAME,模型母體名稱,預測母體中文,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;模型母體名稱,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;PRED_POPL_NAME
14,M_AN_CUST_PROD,客戶模型商品名單月檔,FREQ_CODE,單次活動貼標或批次代碼,用以描述該模型屬單次活動貼標或批次應用之代碼,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;單次活動貼標或批次代碼,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;FREQ_CODE
15,M_AN_CUST_PROD,客戶模型商品名單月檔,FREQ_NAME,單次活動貼標或批次名稱,該模型屬單次活動貼標或批次應用,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;單次活動貼標或批次名稱,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;FREQ_NAME
16,M_AN_CUST_PROD,客戶模型商品名單月檔,TAG_NAME,標籤名稱,該模型所產出之完整標籤名稱,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;標籤名稱,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;TAG_NAME
17,M_AN_CUST_PROD,客戶模型商品名單月檔,CUST_PR_RATE,預測機率,該客戶被預測出之機率,數據科學部,Num,數字,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;預測機率,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;CUST_PR_RATE
18,M_AN_CUST_PROD,客戶模型商品名單月檔,CUST_PR_RANK_NO,相同商品下之客戶預測等級,同一模型下，該客戶所被預測出之等級代碼,數據科學部,Num,數字,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;相同商品下之客戶預測等級,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;CUST_PR_RANK_NO
19,M_AN_CUST_PROD,客戶模型商品名單月檔,CUST_PR_RANK_DESC,相同商品下之客戶預測等級描述,同一模型下，該客戶所被預測出之等級中文,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;相同商品下之客戶預測等級描述,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;CUST_PR_RANK_DESC
20,M_AN_CUST_PROD,客戶模型商品名單月檔,PROD_RC_RANK_NO,相同客戶證號下之商品推薦順序,同一客戶下，該模型商品屬該客戶之第幾推薦等級代碼,數據科學部,Num,數字,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;相同客戶證號下之商品推薦順序,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;PROD_RC_RANK_NO
21,M_AN_CUST_PROD,客戶模型商品名單月檔,PROD_RC_RANK_DESC,相同客戶證號下之商品推薦順序描述,同一客戶下，該模型商品屬該客戶之第幾推薦等級中文,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;相同客戶證號下之商品推薦順序描述,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;PROD_RC_RANK_DESC
22,M_AN_CUST_PROD,客戶模型商品名單月檔,TAG_FREQ_CODE,貼標頻率代碼,001 周/002 月,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;貼標頻率代碼,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;TAG_FREQ_CODE
23,M_AN_CUST_PROD,客戶模型商品名單月檔,TAG_FREQ_NAME,貼標頻率說明,001 周/002 月,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;客戶模型商品名單月檔;貼標頻率說明,fbsods;mdm_sec;MDM_SEC;M_AN_CUST_PROD;TAG_FREQ_NAME
1,M_AN_MODEL,模型參數月檔,SNAP_DATE,執行資料月底日,預測母體屬於SNAP_YYYYMM之有效戶，該SNAP_YYYYMM之月底日,數據科學部,DATE,日期,PK,,,主數據庫;分析模型;模型參數月檔;執行資料月底日,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;SNAP_DATE
2,M_AN_MODEL,模型參數月檔,SNAP_YYYYMM,執行資料年月,預測母體屬於SNAP_YYYYMM之有效戶,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;執行資料年月,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;SNAP_YYYYMM
3,M_AN_MODEL,模型參數月檔,MODEL_ID,模型編號,由預測商品_預測目標_預測母體所組成之字串，為模型之三大必要組成項目,數據科學部,Varchar,變動字串,PK,,,主數據庫;分析模型;模型參數月檔;模型編號,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;MODEL_ID
4,M_AN_MODEL,模型參數月檔,PREDICT_DATE,預測日期,執行預測的日期,數據科學部,DATE,日期,非PK,,,主數據庫;分析模型;模型參數月檔;預測日期,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;PREDICT_DATE
5,M_AN_MODEL,模型參數月檔,DATA_DATE,資料日期,預測母體屬於SNAP_YYYYMM之有效戶，該SNAP_YYYYMM之月底日,數據科學部,DATE,日期,非PK,,,主數據庫;分析模型;模型參數月檔;資料日期,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;DATA_DATE
6,M_AN_MODEL,模型參數月檔,ML_PROD_NO,模型商品代碼,預測商品代碼,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;模型商品代碼,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;ML_PROD_NO
7,M_AN_MODEL,模型參數月檔,ML_PROD_DESC,模型商品名稱,預測商品中文,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;模型商品名稱,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;ML_PROD_DESC
8,M_AN_MODEL,模型參數月檔,PRED_TARGET_CODE,模型目標代碼,預測目標代碼,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;模型目標代碼,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;PRED_TARGET_CODE
9,M_AN_MODEL,模型參數月檔,PRED_TARGET_NAME,模型目標名稱,預測目標中文,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;模型目標名稱,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;PRED_TARGET_NAME
10,M_AN_MODEL,模型參數月檔,PRED_POPL_CODE,模型母體代碼,預測母體代碼,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;模型母體代碼,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;PRED_POPL_CODE
11,M_AN_MODEL,模型參數月檔,PRED_POPL_NAME,模型母體名稱,預測母體中文,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;模型母體名稱,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;PRED_POPL_NAME
12,M_AN_MODEL,模型參數月檔,FREQ_CODE,單次活動貼標或批次代碼,用以描述該模型屬單次活動貼標或批次應用之代碼,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;單次活動貼標或批次代碼,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;FREQ_CODE
13,M_AN_MODEL,模型參數月檔,FREQ_NAME,單次活動貼標或批次名稱,該模型屬單次活動貼標或批次應用,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;單次活動貼標或批次名稱,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;FREQ_NAME
14,M_AN_MODEL,模型參數月檔,MODEL_VALID_FLAG,是否為應用中模型,該模型之AUC是否達0.7,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;是否為應用中模型,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;MODEL_VALID_FLAG
15,M_AN_MODEL,模型參數月檔,TAG_NAME,標籤名稱,該模型所產出之完整標籤名稱,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;標籤名稱,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;TAG_NAME
16,M_AN_MODEL,模型參數月檔,EXCEPTION_DESC,例外處理說明,該模型所進行之例外處理或註記,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;例外處理說明,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;EXCEPTION_DESC
17,M_AN_MODEL,模型參數月檔,INIT_EDITION_NBR,初始版本編號,首次訓練時之版本編號 (主要為模型建置科使用),數據科學部,Num,數字,非PK,,,主數據庫;分析模型;模型參數月檔;初始版本編號,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;INIT_EDITION_NBR
18,M_AN_MODEL,模型參數月檔,FIN_EDITION_NBR,最終版本編號,完成訓練時之版本編號 (主要為模型建置科使用),數據科學部,Num,數字,非PK,,,主數據庫;分析模型;模型參數月檔;最終版本編號,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;FIN_EDITION_NBR
19,M_AN_MODEL,模型參數月檔,EDITION_DETAIL_DESC,版本描述,完成訓練時之版本與前一版本之差異 (主要為模型建置科使用),數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;版本描述,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;EDITION_DETAIL_DESC
20,M_AN_MODEL,模型參數月檔,PROD_RANK_NO,商品排序,於多商品預測機率相同時之商品優先順序代碼,數據科學部,Num,數字,非PK,,,主數據庫;分析模型;模型參數月檔;商品排序,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;PROD_RANK_NO
21,M_AN_MODEL,模型參數月檔,PROD_RANK_DESC,商品排序描述,於多商品預測機率相同時之商品優先順序中文,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;商品排序描述,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;PROD_RANK_DESC
22,M_AN_MODEL,模型參數月檔,TAG_FREQ_CODE,貼標頻率代碼,001 周/002 月,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;貼標頻率代碼,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;TAG_FREQ_CODE
23,M_AN_MODEL,模型參數月檔,TAG_FREQ_NAME,貼標頻率說明,001 周/002 月,數據科學部,Varchar,變動字串,非PK,,,主數據庫;分析模型;模型參數月檔;貼標頻率說明,fbsods;mdm_sec;MDM_SEC;M_AN_MODEL;TAG_FREQ_NAME
1,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,SNAP_DATE,資料日期,資料更新之日期,數據科學部,DATE,日期,非PK,,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;資料日期,fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;SNAP_DATE
2,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,SNAP_YYYYMM,資料年月(YYYYMM),資料更新之西元年月,數據科學部,Varchar,變動字串,PK,,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;資料年月(YYYYMM),fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;SNAP_YYYYMM
3,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,ACCT_NBR,客戶帳號,客戶帳號；包含台股、複委託、期貨IB、財管信託、自營帳戶,數據科學部,Varchar,變動字串,PK,V,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;客戶帳號,fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;ACCT_NBR
5,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,PARTY_ID,客戶證號,客戶之身份證號/統一編號,數據科學部,Varchar,變動字串,非PK,V,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;客戶證號,fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;PARTY_ID
7,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,PROD_ID,商品編號,由帳戶類別、商品類別、商品類別(小)組合之商品編號,數據科學部,Varchar,變動字串,PK,,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;商品編號,fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;PROD_ID
8,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,PROD_TYPE_CODE,帳戶類別,100 台股 / 200 複委託 / 300 期貨 / 400 財管信託 / 500 自營 / 600 壽險,"財管商品部,經紀商品部",Varchar,變動字串,非PK,V,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;帳戶類別,fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;PROD_TYPE_CODE
9,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,PROD_TYPE_DESC,帳戶類別說明,100 台股 / 200 複委託 / 300 期貨 / 400 財管信託 / 500 自營 / 600 壽險,"財管商品部,經紀商品部",Varchar,變動字串,非PK,,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;帳戶類別說明,fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;PROD_TYPE_DESC
10,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,PROD_MTYPE_CODE,商品類別,110 一般台股 / 120 集保境內基金 / 150 雙向借券 / 160 不限用途借貸 / 190 借貸款項 / 210 海外股票 / 220 複委託境外基金 / 230 海外債 / 240 境外結構型商品 / 3C0 國內期貨 / 3F0 國外期貨 / 3P0 國內選擇權 / 420 信託境內外基金 / 540 境內結構型商品 / 6L0 壽險,"財管商品部,經紀商品部",Varchar,變動字串,非PK,V,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;商品類別,fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;PROD_MTYPE_CODE
11,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,PROD_MTYPE_DESC,商品類別說明,110 一般台股 / 120 集保境內基金 / 150 雙向借券 / 160 不限用途借貸 / 190 借貸款項 / 210 海外股票 / 220 複委託境外基金 / 230 海外債 / 240 境外結構型商品 / 3C0 國內期貨 / 3F0 國外期貨 / 3P0 國內選擇權 / 420 信託境內外基金 / 540 境內結構型商品 / 6L0 壽險,"財管商品部,經紀商品部",Varchar,變動字串,非PK,,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;商品類別說明,fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;PROD_MTYPE_DESC
12,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,PROD_STYPE_CODE,商品類別(小),011 一般股票 / 012 認股權證 / 013 ADR / 014 GDR / 015 存託憑證TDR / 017 其他有價證券 / 018 特別股票 / 019 股票ETF / 01A 受益證券 / 01B ETN / 01C 公司債 / 021 股票型 / 022 一般債券型 / 023 平衡型及多重資產型 / 024 貨幣型 / 025 組合型 / 026 其他型 / 027 非投資等級債券型 / 029 ETF募集 / 031 公債 / 032 公司債 / 033 金融債 / 034 其他類 / 041 ELN / 042 PGN / 043 FCN / 044 DACN / 045 SNX / 046 RCN / 047 PRAN / 048 其他類 / 049 RCW / 04A CMS / 051 借券 / 061 借貸 / 091 T+5型 / 0C1 指數型 / 0C2 利率型 / 0C3 債券型 / 0C4 商品型 / 0C5 股票型 / 0C6 匯率型 / 0C7 穀物型 / 0C8 金屬型 / 0C9 能源型 / 0CA 期貨型 / 0L1 儲蓄型 / 0L2 保障型 / 0L3 投資型,"財管商品部,經紀商品部",Varchar,變動字串,非PK,V,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;商品類別(小),fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;PROD_STYPE_CODE
13,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,PROD_STYPE_DESC,商品類別(小)說明,011 一般股票 / 012 認股權證 / 013 ADR / 014 GDR / 015 存託憑證TDR / 017 其他有價證券 / 018 特別股票 / 019 股票ETF / 01A 受益證券 / 01B ETN / 01C 公司債 / 021 股票型 / 022 一般債券型 / 023 平衡型及多重資產型 / 024 貨幣型 / 025 組合型 / 026 其他型 / 027 非投資等級債券型 / 029 ETF募集 / 031 公債 / 032 公司債 / 033 金融債 / 034 其他類 / 041 ELN / 042 PGN / 043 FCN / 044 DACN / 045 SNX / 046 RCN / 047 PRAN / 048 其他類 / 049 RCW / 04A CMS / 051 借券 / 061 借貸 / 091 T+5型 / 0C1 指數型 / 0C2 利率型 / 0C3 債券型 / 0C4 商品型 / 0C5 股票型 / 0C6 匯率型 / 0C7 穀物型 / 0C8 金屬型 / 0C9 能源型 / 0CA 期貨型 / 0L1 儲蓄型 / 0L2 保障型 / 0L3 投資型,"財管商品部,經紀商品部",Varchar,變動字串,非PK,,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;商品類別(小)說明,fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;PROD_STYPE_DESC
14,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,LAST_TXN_DATE,最後交易往來日期,帳戶之最近交易往來日期,"財管商品部,經紀商品部",DATE,日期,非PK,V,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;最後交易往來日期,fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;LAST_TXN_DATE
15,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,TXN_CNT,當月成交次數,當月成交次數,"財管商品部,經紀商品部",Num,數字,非PK,,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;當月成交次數,fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;TXN_CNT
16,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,TXN_DAY,當月交易天數,當月交易天數,"財管商品部,經紀商品部",Num,數字,非PK,,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;當月交易天數,fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;TXN_DAY
17,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,TXN_AMT_TWD,交易金額(台幣),當月加總交易金額(台幣),"財管商品部,經紀商品部",Num,數字,非PK,V,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;交易金額(台幣),fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;TXN_AMT_TWD
18,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,SERVICE_FEE_AMT_TWD,手續費金額(台幣),當月加總手續費金額(台幣),"財管商品部,經紀商品部",Num,數字,非PK,V,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;手續費金額(台幣),fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;SERVICE_FEE_AMT_TWD
19,M_AT_ACCOUNT_TXN,帳戶交易商品歸戶檔,FUTURE_ACCT_NBR,期貨帳號,期貨IB客戶之期貨帳號,經紀商品部,Varchar,變動字串,非PK,,,主數據庫;帳戶交易;帳戶交易商品歸戶檔;期貨帳號,fbsods;mdm_sec;MDM_SEC;M_AT_ACCOUNT_TXN;FUTURE_ACCT_NBR
1,M_AT_BOND_TXN,債券交易明細檔,TRANSACTION_ID,交易編號,"利用交易資訊組合而成的交易編號
交易日||分公司||委託單號||分單號碼||表格名稱",財管商品部,Varchar,變動字串,PK,,,主數據庫;帳戶交易;債券交易明細檔;交易編號,fbsods;mdm_sec;MDM_SEC;M_AT_BOND_TXN;TRANSACTION_ID
